size,type,alignment,ac,hp,cr,speed,swim,fly,climb,burrow,passive_perception,darkvision,truesight,tremorsense,blindsight,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,str_save,dex_save,con_save,int_save,wis_save,cha_save,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,legendary
gargantuan,monstrosity,unaligned,18.0,247,15.0,50,0,0,0,30,9,0,0,60,30,28,9,7,-2,22,6,1,-5,8,-1,4,-3,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
large,monstrosity,unaligned,12.0,42,2.0,20,0,0,0,0,8,0,0,30,30,16,3,7,-2,16,3,1,-5,6,-2,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,construct,lawful neutral,16.0,22,1.0,30,0,30,0,0,12,0,120,0,0,12,1,14,2,12,1,10,0,10,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
medium,humanoid,chaotic neutral,13.0,45,2.0,30,0,0,30,0,10,120,0,0,0,17,3,12,1,16,3,6,-2,12,1,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
medium,plant,unaligned,13.0,45,1.0,20,0,0,20,0,8,0,0,0,30,17,3,12,1,16,3,2,-4,6,-2,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiny,fiend,chaotic evil,13.0,7,1.0,40,0,0,0,0,10,120,0,0,0,5,-3,17,3,10,0,7,-2,10,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
huge,beast,unaligned,13.0,30,2.0,10,0,80,0,0,12,0,0,0,0,15,2,13,1,13,1,2,-4,10,0,5,-3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
tiny,fey,chaotic evil,16.0,10,1.0,120,0,0,0,0,15,60,0,0,0,4,-3,23,6,13,1,10,0,12,1,7,-2,0,0,0,0,0,0,0,5,8,0,0,0,0,0,8,0,0,0
tiny,beast,unaligned,13.0,1,0.0,0,40,0,0,0,8,60,0,0,0,2,-4,16,3,9,-1,1,-5,7,-2,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,fiend,lawful evil,16.0,110,13.0,40,0,0,0,0,13,60,0,0,0,14,2,17,3,18,4,13,1,16,3,20,5,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0
tiny,beast,unaligned,10.0,1,0.0,20,0,0,0,0,10,30,0,0,0,2,-4,11,0,9,-1,2,-4,10,0,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiny,beast,unaligned,12.0,1,0.0,10,0,50,0,0,13,0,0,0,0,2,-4,14,2,8,-1,2,-4,12,1,6,-2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
medium,humanoid,chaotic evil,15.0,27,2.0,40,0,0,0,0,13,60,0,0,0,11,0,20,5,13,1,15,2,12,1,16,3,0,0,0,0,0,0,0,3,9,5,0,0,0,0,0,0,5,0
medium,fiend,lawful evil,22.0,255,19.0,30,0,50,0,0,18,120,0,0,0,23,6,16,3,19,4,14,2,15,2,19,4,12,0,10,0,8,0,0,8,0,0,0,0,0,0,0,0,10,0
medium,dragon,chaotic evil,17.0,75,4.0,30,0,60,30,0,14,60,0,0,10,19,4,10,0,17,3,12,1,11,0,15,2,0,2,5,0,2,4,0,4,2,0,0,0,0,0,0,0,0,0
large,aberration,chaotic neutral,14.0,93,5.0,30,0,0,0,0,11,60,0,0,0,16,3,12,1,16,3,6,-2,6,-2,7,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
small,fey,chaotic evil,13.0,45,3.0,25,0,0,0,0,13,60,0,0,0,18,4,13,1,18,4,10,0,12,1,9,-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0
large,beast,unaligned,12.0,16,0.5,0,40,0,0,0,11,60,0,0,0,13,1,12,1,12,1,1,-5,12,1,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,beast,unaligned,12.0,22,0.5,0,40,0,0,0,12,0,0,0,30,14,2,13,1,13,1,1,-5,10,0,4,-3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
huge,monstrosity,unaligned,17.0,195,11.0,30,0,0,0,20,10,60,0,60,0,24,7,13,1,21,5,4,-3,10,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,construct,lawful evil,19.0,210,14.0,40,0,0,40,0,15,60,0,0,30,22,6,16,3,20,5,3,-4,11,0,4,-3,0,8,10,0,5,0,0,5,8,0,0,0,0,0,0,0,0,0
medium,undead,neutral,13.0,136,5.0,30,0,0,0,0,13,60,0,0,0,18,4,14,2,18,4,13,1,16,3,18,4,7,0,7,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0
large,beast,unaligned,11.0,45,2.0,40,0,0,0,0,11,0,0,0,0,21,5,8,-1,15,2,2,-4,12,1,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,beast,unaligned,10.0,13,0.25,60,0,0,0,0,10,0,0,0,0,16,3,10,0,12,1,2,-4,11,0,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gargantuan,monstrosity,unaligned,15.0,248,11.0,20,0,120,0,0,14,0,0,0,0,28,9,10,0,20,5,3,-4,10,0,9,-1,0,4,9,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0
large,monstrosity,neutral evil,20.0,93,5.0,10,0,0,10,0,16,60,0,0,0,18,4,8,-1,17,3,7,-2,16,3,6,-2,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0
large,giant,chaotic evil,16.0,138,9.0,30,0,0,0,0,13,60,0,0,0,18,4,13,1,22,6,5,-3,8,-1,4,-3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
large,construct,unaligned,12.0,33,2.0,10,0,0,0,0,6,0,0,0,60,17,3,14,2,10,0,1,-5,3,-4,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,monstrosity,unaligned,14.0,27,0.5,40,0,0,0,0,11,60,0,0,0,13,1,12,1,13,1,2,-4,13,1,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,fiend,chaotic evil,12.0,37,2.0,20,0,0,0,0,11,120,0,0,0,14,2,15,2,17,3,5,-3,12,1,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,beast,unaligned,12.0,52,2.0,40,0,0,0,0,13,0,0,0,0,18,4,14,2,15,2,3,-4,12,1,8,-1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0
medium,humanoid,lawful evil,12.0,22,0.5,30,40,0,0,0,15,120,0,0,0,13,1,11,0,12,1,12,1,13,1,9,-1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
large,humanoid,lawful evil,16.0,76,5.0,30,50,0,0,0,17,120,0,0,0,19,4,15,2,16,3,14,2,13,1,17,3,0,5,6,5,4,0,0,7,0,0,0,0,0,0,0,0,0,0
medium,humanoid,lawful evil,12.0,33,2.0,30,40,0,0,0,16,120,0,0,0,13,1,11,0,12,1,12,1,14,2,13,1,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0
large,elemental,neutral evil,15.0,90,5.0,30,0,0,0,0,10,60,0,0,0,18,4,14,2,15,2,11,0,10,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,fey,chaotic neutral,14.0,31,0.5,40,0,0,0,0,12,0,0,0,0,12,1,16,3,11,0,12,1,10,0,14,2,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
medium,construct,chaotic evil,11.0,36,1.0,30,0,0,0,0,10,60,0,0,0,11,0,13,1,11,0,10,0,10,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiny,beast,unaligned,11.0,1,0.0,10,0,0,0,0,9,0,0,0,10,2,-4,11,0,8,-1,1,-5,8,-1,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,13.0,16,0.5,30,0,0,0,0,15,0,0,0,0,11,0,14,2,12,1,11,0,13,1,11,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0
medium,fey,chaotic evil,14.0,52,2.0,30,40,0,0,0,11,60,0,0,0,16,3,13,1,16,3,12,1,12,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiny,beast,unaligned,11.0,1,0.0,0,20,0,0,0,10,0,0,0,0,1,-5,12,1,8,-1,1,-5,10,0,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral evil,11.0,32,1.0,20,30,0,0,0,10,120,0,0,0,15,2,8,-1,15,2,6,-2,10,0,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,undead,chaotic evil,12.0,16,0.5,40,0,0,0,0,10,60,0,0,0,6,-2,14,2,13,1,6,-2,10,0,8,-1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral,15.0,71,7.0,30,0,0,0,0,11,60,0,0,0,12,1,16,3,13,1,11,0,12,1,12,1,0,6,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0
medium,fiend,chaotic evil,13.0,66,4.0,30,0,30,0,0,11,120,0,0,0,1,-5,17,3,12,1,14,2,13,1,14,2,0,5,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0
medium,monstrosity,neutral evil,12.0,33,2.0,40,0,0,0,0,13,60,0,0,0,16,3,14,2,13,1,5,-3,12,1,5,-3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0
large,plant,unaligned,15.0,136,5.0,20,20,0,0,0,10,0,0,0,60,18,4,8,-1,16,3,5,-3,10,0,5,-3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
large,construct,unaligned,17.0,142,7.0,30,0,0,0,0,10,60,0,0,10,18,4,8,-1,18,4,7,-2,10,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,fiend,chaotic evil,14.0,110,8.0,40,0,0,0,0,12,60,0,0,0,18,4,13,1,17,3,7,-2,14,2,9,-1,0,4,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,plant,unaligned,5.0,13,0.0,0,0,0,0,0,6,0,0,0,30,1,-5,1,-5,10,0,1,-5,3,-4,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
huge,fiend,chaotic evil,19.0,150,18.0,0,0,20,0,0,23,0,120,0,0,10,0,3,-4,23,6,25,7,24,7,25,7,0,0,0,13,0,13,13,13,0,0,0,0,13,0,0,0,0,1
medium,dragon,lawful good,17.0,45,2.0,30,0,60,0,0,14,60,0,0,10,19,4,10,0,17,3,12,1,11,0,15,2,0,2,5,0,2,4,0,4,2,0,0,0,0,0,0,0,0,0
medium,undead,lawful evil,13.0,13,0.25,30,0,0,0,0,9,60,0,0,0,10,0,14,2,15,2,6,-2,8,-1,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,chaotic neutral,14.0,18,0.5,30,0,0,0,0,8,120,0,0,0,6,-2,19,4,10,0,10,0,7,-2,1,-5,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
medium,humanoid,neutral evil,12.0,32,1.0,30,0,0,0,0,11,0,0,0,0,10,0,14,2,15,2,16,3,13,1,10,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0
medium,undead,lawful evil,18.0,105,15.0,30,0,0,0,0,22,60,0,0,0,14,2,16,3,17,3,16,3,15,2,21,5,0,0,0,0,0,0,8,12,8,0,0,0,0,0,0,7,0,0
tiny,aberration,chaotic neutral,12.0,10,0.125,30,0,0,0,0,7,60,0,0,0,7,-2,15,2,10,0,3,-4,5,-3,3,-4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
medium,ooze,chaotic evil,14.0,32,3.0,30,30,0,30,0,12,0,0,0,120,16,3,19,4,15,2,10,0,14,2,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
small,elemental,neutral evil,12.0,22,0.25,30,0,30,0,0,12,60,0,0,0,6,-2,14,2,12,1,10,0,10,0,11,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
large,celestial,lawful good,21.0,243,21.0,50,0,150,0,0,24,0,120,0,0,26,8,22,6,26,8,25,7,25,7,30,1,0,0,0,14,14,17,0,14,0,0,0,0,0,0,0,0,0,1
medium,humanoid,neutral,15.0,123,11.0,30,0,0,0,0,17,60,0,0,0,8,-1,17,3,14,2,19,4,15,2,13,1,0,7,0,0,7,5,0,7,0,0,0,0,0,0,0,0,0,0
medium,undead,chaotic evil,10.0,76,5.0,30,0,0,0,0,8,60,0,0,0,16,3,11,0,18,4,5,-3,7,-2,3,-4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,aberration,lawful neutral,14.0,39,3.0,0,0,30,0,0,16,120,0,0,0,8,-1,14,2,14,2,13,1,14,2,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
medium,undead,chaotic evil,12.0,22,1.0,0,0,50,0,0,10,60,0,0,0,1,-5,14,2,11,0,10,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,12.0,9,0.0,30,0,0,0,0,12,0,0,0,0,10,0,12,1,10,0,15,2,14,2,13,1,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0
medium,humanoid,any alignment,12.0,13,0.0,30,0,0,0,0,12,0,0,0,0,10,0,12,1,10,0,15,2,14,2,13,1,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0
medium,humanoid,any alignment,12.0,18,0.0,30,0,0,0,0,12,0,0,0,0,10,0,12,1,10,0,15,2,14,2,13,1,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0
medium,humanoid,any alignment,12.0,22,0.0,30,0,0,0,0,13,0,0,0,0,10,0,12,1,10,0,15,2,16,3,13,1,0,0,0,0,5,0,0,0,0,0,0,0,4,4,0,0,0,0
medium,humanoid,any alignment,12.0,27,0.0,30,0,0,0,0,13,0,0,0,0,10,0,12,1,10,0,15,2,16,3,13,1,0,0,0,0,6,0,0,0,0,0,0,0,5,5,0,0,0,0
medium,humanoid,any alignment,12.0,31,0.0,30,0,0,0,0,13,0,0,0,0,10,0,12,1,10,0,15,2,16,3,13,1,0,0,0,0,6,0,0,0,0,0,0,0,5,5,0,0,0,0
medium,humanoid,any alignment,12.0,9,0.0,30,0,0,0,0,12,0,0,0,0,10,0,12,1,10,0,15,2,14,2,13,1,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0
medium,humanoid,any alignment,12.0,13,0.0,30,0,0,0,0,12,0,0,0,0,10,0,12,1,10,0,15,2,14,2,13,1,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0
medium,humanoid,any alignment,12.0,18,0.0,30,0,0,0,0,12,0,0,0,0,10,0,12,1,10,0,15,2,14,2,13,1,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0
medium,humanoid,any alignment,12.0,22,0.0,30,0,0,0,0,12,0,0,0,0,10,0,12,1,10,0,17,3,14,2,13,1,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0
medium,humanoid,any alignment,12.0,27,0.0,30,0,0,0,0,12,0,0,0,0,10,0,12,1,10,0,17,3,14,2,13,1,0,0,0,0,5,0,0,0,0,0,0,0,6,6,0,0,0,0
medium,humanoid,any alignment,12.0,31,0.0,30,0,0,0,0,12,0,0,0,0,10,0,12,1,10,0,17,3,14,2,13,1,0,0,0,0,5,0,0,0,0,0,0,0,6,6,0,0,0,0
tiny,beast,unaligned,12.0,1,0.0,20,0,0,20,0,10,30,0,0,0,2,-4,14,2,8,-1,1,-5,10,0,2,-4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
small,fiend,lawful evil,13.0,22,2.0,20,0,40,0,0,12,120,0,0,0,10,0,15,2,12,1,11,0,14,2,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,monstrosity,chaotic evil,15.0,75,8.0,40,0,0,0,0,12,60,0,0,0,18,4,17,3,14,2,16,3,15,2,16,3,0,6,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
large,giant,chaotic evil,17.0,97,11.0,30,0,0,0,0,13,60,0,0,0,1,-5,17,3,13,1,8,-1,9,-1,16,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
medium,fey,chaotic neutral,19.0,127,10.0,30,0,0,0,0,10,60,0,0,0,14,2,16,3,16,3,18,4,11,0,18,4,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0
tiny,fey,neutral good,15.0,2,0.25,10,0,40,0,0,13,0,0,0,0,3,-4,18,4,10,0,14,2,13,1,11,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0
medium,humanoid,any alignment,12.0,27,1.0,30,0,0,0,0,16,0,0,0,0,10,0,15,2,10,0,12,1,14,2,16,3,0,0,0,0,0,0,0,6,4,5,4,5,0,0,0,0,0,0
small,aberration,neutral evil,11.0,17,0.25,30,0,0,0,0,10,60,0,0,0,6,-2,13,1,10,0,9,-1,11,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,aberration,chaotic evil,16.0,136,10.0,30,0,0,0,0,15,60,0,0,0,20,5,8,-1,21,5,7,-2,12,1,9,-1,0,3,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
medium,aberration,chaotic evil,16.0,168,16.0,30,0,0,0,0,16,60,0,0,0,17,3,12,1,23,6,18,4,12,1,16,3,0,6,0,0,6,8,0,6,0,0,0,0,0,0,0,0,0,0
medium,aberration,chaotic evil,14.0,71,5.0,40,0,0,40,0,11,60,0,0,0,8,-1,18,4,12,1,11,0,12,1,7,-2,0,7,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
medium,aberration,neutral evil,17.0,153,13.0,30,0,0,0,0,19,60,0,0,0,14,2,12,1,18,4,22,6,19,4,16,3,0,6,0,11,9,8,0,9,0,0,0,0,0,0,0,0,0,0
small,elemental,neutral evil,10.0,21,0.25,30,0,30,0,0,10,60,0,0,0,5,-3,11,0,10,0,11,0,10,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,construct,lawful evil,20.0,207,16.0,40,0,0,0,0,17,60,0,0,30,24,7,17,3,22,6,4,-3,14,2,6,-2,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0
huge,beast,unaligned,13.0,76,4.0,40,0,0,0,0,10,0,0,0,0,20,5,9,-1,17,3,2,-4,11,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiny,beast,unaligned,14.0,2,0.125,10,0,40,0,0,9,60,0,0,0,4,-3,16,3,11,0,2,-4,8,-1,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,construct,lawful evil,17.0,19,1.0,10,0,0,0,0,9,0,0,0,0,16,3,5,-3,14,2,5,-3,8,-1,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
huge,giant,neutral,17.0,126,7.0,40,0,0,0,0,14,60,0,0,0,23,6,15,2,20,5,10,0,12,1,9,-1,0,5,8,0,4,0,0,4,0,0,0,0,0,0,0,12,0,0
huge,giant,chaotic neutral,18.0,161,10.0,40,0,0,0,0,13,60,0,0,0,23,6,14,2,21,5,10,0,8,-1,12,1,0,6,9,0,3,0,0,3,0,0,0,0,0,0,0,14,0,0
large,construct,unaligned,17.0,178,10.0,30,0,0,0,0,10,120,0,0,0,22,6,9,-1,20,5,3,-4,11,0,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
large,construct,unaligned,15.0,157,12.0,50,0,0,0,0,10,0,0,0,120,22,6,1,-5,21,5,2,-4,11,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
huge,giant,chaotic good,16.0,230,13.0,50,50,0,0,0,19,0,0,0,0,29,9,14,2,20,5,16,3,18,4,18,4,14,0,10,0,9,9,8,9,0,0,0,0,8,0,0,14,0,0
huge,giant,chaotic good,12.0,230,16.0,50,50,50,0,0,20,0,60,0,0,29,9,14,2,20,5,17,3,20,5,19,4,14,0,10,0,10,9,8,10,0,0,0,0,8,0,0,0,0,0
medium,undead,lawful evil,16.0,144,15.0,30,0,0,0,0,22,120,0,0,0,18,4,18,4,18,4,20,5,15,2,18,4,0,9,0,0,7,9,0,12,14,0,0,0,15,10,0,0,0,0
medium,monstrosity,chaotic evil,12.0,27,1.0,30,0,0,30,0,13,0,0,0,0,14,2,15,2,12,1,9,-1,13,1,9,-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0
medium,fiend,neutral evil,15.0,66,4.0,30,0,60,0,0,15,60,0,0,0,8,-1,17,3,13,1,15,2,12,1,20,5,0,0,0,0,0,0,0,5,7,9,5,9,0,0,0,0,0,0
medium,fey,chaotic neutral,19.0,127,10.0,50,0,0,0,0,9,60,0,0,0,19,4,21,5,16,3,14,2,12,1,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
medium,swarm,unaligned,12.0,22,0.25,0,0,30,0,0,11,0,0,0,60,5,-3,15,2,10,0,2,-4,12,1,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,swarm,lawful evil,12.0,36,5.0,30,0,0,0,0,10,30,0,0,0,9,-1,14,2,10,0,15,2,11,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,swarm,unaligned,12.0,22,0.5,20,0,0,20,0,8,0,0,0,10,3,-4,13,1,10,0,1,-5,7,-2,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,swarm,unaligned,14.0,36,2.0,30,30,0,0,0,10,0,0,0,10,8,-1,18,4,11,0,1,-5,10,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,swarm,unaligned,13.0,28,1.0,0,40,0,0,0,8,60,0,0,0,13,1,16,3,9,-1,1,-5,7,-2,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,swarm,unaligned,10.0,24,0.25,30,0,0,0,0,10,30,0,0,0,9,-1,11,0,9,-1,2,-4,10,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,swarm,unaligned,12.0,24,0.25,10,0,50,0,0,15,0,0,0,0,6,-2,14,2,8,-1,3,-4,12,1,6,-2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
medium,swarm,unaligned,8.0,22,0.5,5,0,0,5,0,6,0,0,0,10,2,-4,7,-2,10,0,1,-5,2,-4,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,any non-lawful alignment,17.0,66,3.0,30,0,0,0,0,10,0,0,0,0,12,1,18,4,12,1,14,2,11,0,15,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,5,0,0
medium,undead,lawful evil,18.0,127,8.0,30,0,0,0,0,0,0,0,0,0,18,4,14,2,18,4,11,0,12,1,14,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
medium,undead,lawful evil,16.0,45,3.0,30,0,0,0,0,9,60,0,0,0,18,4,12,1,17,3,6,-2,9,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,humanoid,chaotic good,14.0,40,1.0,30,0,0,20,0,14,60,0,0,0,10,0,17,3,11,0,13,1,14,2,15,2,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,2,0,0
medium,humanoid,chaotic good,12.0,22,0.25,30,0,0,20,0,13,60,0,0,0,10,0,15,2,11,0,14,2,12,1,16,3,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0
medium,fiend,chaotic evil,14.0,95,5.0,30,0,0,0,0,12,60,0,0,0,18,4,13,1,20,5,9,-1,9,-1,9,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
gargantuan,monstrosity,unaligned,25.0,676,30.0,40,0,0,0,0,10,0,0,0,120,30,1,11,0,30,1,3,-4,11,0,11,0,0,0,0,5,9,9,0,0,0,0,0,0,0,0,0,0,0,1
medium,monstrosity,neutral evil,18.0,255,13.0,30,0,0,0,0,16,60,0,0,0,17,3,10,0,19,4,8,-1,13,1,6,-2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
medium,monstrosity,neutral evil,17.0,225,11.0,30,0,0,0,0,10,60,0,0,0,19,4,10,0,17,3,6,-2,11,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,monstrosity,neutral evil,16.0,112,9.0,30,0,0,0,0,10,60,0,0,0,16,3,12,1,17,3,6,-2,11,0,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,monstrosity,neutral evil,15.0,78,7.0,30,0,0,0,0,8,60,0,0,0,17,3,12,1,15,2,6,-2,7,-2,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
small,monstrosity,neutral evil,15.0,10,0.25,40,0,0,0,0,8,60,0,0,0,7,-2,12,1,9,-1,5,-3,6,-2,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium,plant,neutral,14.0,27,1.0,30,0,0,0,0,14,60,0,0,0,13,1,12,1,13,1,2,-4,10,0,6,-2,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
medium,humanoid,chaotic neutral,15.0,33,1.0,40,0,0,0,0,13,60,0,0,0,12,1,15,2,13,1,8,-1,12,1,7,-2,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
medium,humanoid,any non-good alignment,11.0,32,0.5,30,0,0,0,0,10,0,0,0,0,15,2,11,0,14,2,10,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
gargantuan,fiend,chaotic evil,25.0,615,30.0,60,0,120,0,0,36,240,120,0,0,30,1,10,0,30,1,26,8,26,8,28,9,19,9,0,0,17,0,0,26,0,0,0,0,17,17,0,0,0,0
large,beast,unaligned,12.0,37,1.0,40,0,0,0,0,13,60,0,0,0,17,3,15,2,14,2,3,-4,12,1,8,-1,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0
medium,fiend,lawful evil,20.0,127,16.0,40,0,60,0,0,16,120,0,0,0,19,4,22,6,17,3,24,7,22,6,26,8,0,11,8,0,11,13,0,0,0,13,11,13,0,0,0,0,13,0
large,monstrosity,neutral evil,15.0,85,5.0,40,0,0,0,0,13,60,0,0,0,16,3,13,1,16,3,8,-1,12,1,8,-1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
medium,humanoid,lawful good,17.0,22,0.25,30,0,0,0,0,11,0,0,0,0,15,2,10,0,12,1,11,0,13,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
medium,humanoid,lawful neutral,17.0,33,2.0,30,0,0,0,0,12,0,0,0,0,14,2,10,0,12,1,11,0,15,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
